USE_DATE,ES,EUSE
201801,11,0
201802,11,0
201803,11,0
201804,11,0
201805,11,0
201806,11,0
201807,11,676.5
201808,11,3184.5
201809,11,693
201810,11,90.75
201811,11,33
201812,11,159.5
201901,11,244.75
201902,11,19.25
201903,11,19.25
201904,11,13.75
201905,11,121
201906,11,940.5
201907,11,1017.5
201908,11,1097.25
201909,11,1003.75
201910,11,1072.5
201911,11,1540
201912,11,1281.5
